,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"CC Loan From HDFC Bank  23,36,423 23 Lacs+ CC Loan From HDFC Bank  49,01,220 49 Lacs+ Vehicle Loan From HDFC Bank  2,49,708 2 Lacs+ Mahinder & Mahindra Financial Services  1,09,933 1 Lacs+","CC Loan From HDFC Bank  9,59,703 9 Lacs+ CC Loan From HDFC Bank  25,37,154 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,10,94,141 1 Crore+"
2,i,Loans due to Individual / Entity,"Durlabh Singh  6,00,000 6 Lacs+ Hemant Kumar  20,000 20 Thou+ Jagdev Singh  3,24,546 3 Lacs+ Jiwan Pal  2,00,000 2 Lacs+ Kamal Jupinder Kaur  49,90,000 49 Lacs+ Kunal Delhi  1,30,000 1 Lacs+ Maanpreet Singh  3,00,000 3 Lacs+ Romana Darshan Sales Corporation  6,00,000 6 Lacs+","Arsh Sachar Faridkot  5,50,000 5 Lacs+ Amrinder Singh  1,11,29,055 1 Crore+ Deepak Mangla Mks  29,50,000 29 Lacs+ Ekam Rice Mills  14,00,023 14 Lacs+ Gurcharan Singh  26,00,000 26 Lacs+ Harnek Singh Gurcharan  5,00,000 5 Lacs+ Harsimran Sandhu Mks  20,00,000 20 Lacs+ Jaswinder Kumar  5,37,000 5 Lacs+ Kamal Jupinder Kaur Dhillon  20,00,000 20 Lacs+ Prabhjot Singh  24,00,000 24 Lacs+ Rajinder Mohan Mks  5,50,000 5 Lacs+ Sumit Vanaik Mks  35,00,000 35 Lacs+","Amrinder Singh  11,000 11 Thou+",Nil,Nil,Nil,"Rs 3,72,91,624 3 Crore+"
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"1,47,61,830 1 Crore+","3,36,12,935 3 Crore+","11,000 11 Thou+",Nil,Nil,Nil,"Rs 4,83,85,765 4 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 1,47,61,830 1 Crore+","Rs 3,36,12,935 3 Crore+","Rs 11,000 11 Thou+",Nil,Nil,Nil,"Rs 4,83,85,765 4 Crore+"
