,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+","40,000 40 Thou+",Nil,"30,000 30 Thou+","3,000 3 Thou+",Nil,"Rs 1,23,000 1 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Indian Bank, Nehru Nagar, Branch, Guntur, Saving Account,  23,35,155 23 Lacs+ SBI A.P Secretariat Branch Velagapudi, Guntur, Saving Account,  16,30,444 16 Lacs+ Union of India, Arundelpet Branch, Guntur, Saving Account,  6,084 6 Thou+ Bank of India , Chenchupet Branch, Tenali, Saving Joint A/c with VSK Prasad  10,000 10 Thou+","SBI Treasury Branch,Guntur, Saving Account,  26,74,776 26 Lacs+ Canara Bank, Hindu College Branch, Guntur, Saving Account,  2,33,153 2 Lacs+ Indian Bank, Nehru Nagar, Branch, Guntur, Saving Account,  6,349 6 Thou+",Nil,"Union of India, Arundelpet Branch, Guntur, Saving Account,  25,000 25 Thou+ State of India, Chandramouli Nagar, Guntur Savings A/c  6,69,751 6 Lacs+ Life Insurance Corporation 50,000 50 Thou+","State of India, Arundelpet Branch, Guntur, Saving Account,  5,786 5 Thou+",Nil,"Rs 76,46,498 76 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Life Insurance Corporation of India Guntur Branch insurance policy Term PPT Crit ill prm policy  43,056 43 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 43,056 43 Thou+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Car - Toyota Fortuner, AP 07 CZ-0909 2017  37,00,000 37 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 37,00,000 37 Lacs+"
8,vii,Jewellery (give details weight value),Nil,"Gold 200 grm  13,50,000 13 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,50,000 13 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"77,74,739 77 Lacs+","43,04,278 43 Lacs+",Nil,"7,74,751 7 Lacs+","8,786 8 Thou+",Nil,"Rs 1,28,62,554 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 77,74,739 77 Lacs+","Rs 43,04,278 43 Lacs+",Nil,"Rs 7,74,751 7 Lacs+","Rs 8,786 8 Thou+",Nil,"Rs 1,28,62,554 1 Crore+"
