,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Axis Bank, Vehicle Loan  65,13,300 65 Lacs+ Hinduja Finance, Vehicle Loan  2,04,44,196 2 Crore+ Axis Bank, Gold LOan  22,00,000 22 Lacs+ Axis Bank, MSME Loan  25,14,506 25 Lacs+","Axis Bank, Vehicle Loan  60,47,990 60 Lacs+ Indusind Bank, Vehicle Loan  5,62,11,055 5 Crore+ Axis Bank, Car Loan- Innova  6,43,476 6 Lacs+ Axis Bank, Car Loan- Fortuner  27,25,845 27 Lacs+ Union Bank, Housing Loan  96,74,799 96 Lacs+ Axis Bank, MEME Loan  9,83,716 9 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,79,58,883 10 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"3,16,72,002 3 Crore+","7,62,86,881 7 Crore+",Nil,Nil,Nil,Nil,"Rs 10,79,58,883 10 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 3,16,72,002 3 Crore+","Rs 7,62,86,881 7 Crore+",Nil,Nil,Nil,Nil,"Rs 10,79,58,883 10 Crore+"
