,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"10,00,000 10 Lacs+","5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","10,000 10 Thou+","5,000 5 Thou+",Nil,Nil,Nil,Nil,"Rs 15,000 15 Thou+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,vii,Jewellery (give details weight value),100gm  0*(Value Not Given),50gm  0*(Value Not Given),Nil,Nil,Nil,Nil,Rs 0
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"17,00,000 17 Lacs+","12,00,000 12 Lacs+",Nil,Nil,Nil,Nil,"Rs 29,00,000 29 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 10,10,000 10 Lacs+","Rs 5,05,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 15,15,000 15 Lacs+"
