,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+","25,000 25 Thou+",Nil,"10,000 10 Thou+",Nil,Nil,"Rs 85,000 85 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","The Karnataka Co-Op Apex Bank Bangalore Br 4,51,187 4 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 1,96,560 1 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 3,55,690 3 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 15,000 15 Thou+ KCC Bank Chikerur Br 3,78,660 3 Lacs+ KCC Bank Chikerur Br 38,064 38 Thou+ KCC Bank Chikerur Br 15,012 15 Thou+ Canara Bank Hirekerur Br 4,44,899 4 Lacs+ Canara Bank Hirekerur Br 2,27,562 2 Lacs+ Canara Bank Hirekerur Br 5,33,752 5 Lacs+ Canara Bank Hirekerur Br 4,27,173 4 Lacs+ KVJ Bank Hirekerur Br 46,896 46 Thou+ KVJ Bank Hirekerur Br 3,80,678 3 Lacs+ KVJ Bank Hirekerur Br 80,700 80 Thou+ Union bank Hirekerur Br 33,792 33 Thou+ Union bank Hirekerur Br 5,99,279 5 Lacs+ SBI Bank Hirekerur Br  5,62,831 5 Lacs+ SBI Bank Hirekerur Br  2,13,573 2 Lacs+ SBI Bank Hirekerur Br  3,76,437 3 Lacs+ PLD Bank Hirekerur Br  5,35,754 5 Lacs+ PLD Bank Hirekerur Br 1,25,112 1 Lacs+ Post Office 1,13,758 1 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 3,33,411 3 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 2,61,711 2 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 11,83,704 11 Lacs+ The Karnataka Co-Op Apex Bank Bangalore Br 4,18,040 4 Lacs+","Ramalingeshwara Pathina Sah. Sahakari Hirekerur  1,15,133 1 Lacs+ Ramalingeshwara Pathina Sah. Sahakari Hirekerur  1,15,133 1 Lacs+ KCC Bank Dharawad 83,559 83 Thou+ KCC Bank Hirekerur  50,000 50 Thou+ KCC Bank Hirekerur Br 94,719 94 Thou+ KCC Bank Hirekerur Br 10,000 10 Thou+ KCC Bank Hirekerur Br 94,004 94 Thou+ KCC Bank Hirekerur Br 3,41,810 3 Lacs+ KCC Bank Hirekerur Br 3,29,571 3 Lacs+ KCC Bank Hirekerur Br 83,012 83 Thou+ SBI Bank Hirekerur Br  1,60,702 1 Lacs+ SBI Bank Hirekerur Br  5,00,922 5 Lacs+ Union bank Hirekerur Br 5,36,776 5 Lacs+ Canara Bank Hirekerur Br 1,000 1 Thou+ PLD Bank Hirekerur Br 5,000 5 Thou+ PLD Bank Hirekerur Br 5,000 5 Thou+ Post Office 3,92,258 3 Lacs+ Post Office 4,50,000 4 Lacs+ Post Office 5,00,000 5 Lacs+",Nil,"SBI Bank Hirekerur Br 74,000 74 Thou+ SBI Bank Hirekerur Br 7,00,000 7 Lacs+ KVJ Bank Hirekerur Br 1,05,976 1 Lacs+ Canara Bank Hirekerur Br 23,617 23 Thou+ Kotak Mahindra Bank BTM Layout Br 5,201 5 Thou+ IDFC First bank Bangalore Br 48,017 48 Thou+ Federal bank Rajajinagar Br 3,738 3 Thou+ Federal bank Rajajinagar Br 1,50,000 1 Lacs+ Federal bank Rajajinagar Br 1,00,000 1 Lacs+ SBI Hirekerur Br  4,45,395 4 Lacs+",Nil,Nil,"Rs 1,38,73,778 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,"10 Years NSC Bond 10,000 10 Thou+ 10 Years NSC Bond 10,000 10 Thou+ 10 Years NSC Bond 10,000 10 Thou+ 10 Years NSC Bond 10,000 10 Thou+ 10 Years NSC Bond 10,000 10 Thou+ Several Gold Bond  14,755 14 Thou+ Several Gold Bond  14,755 14 Thou+ Varan Gold bond 14,755 14 Thou+ Several Gold Bond 14,755 14 Thou+",Nil,Nil,Nil,Nil,"Rs 1,09,020 1 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc","Post Office Hirekerur Br 1,45,000 1 Lacs+ Post Office Hirekerur Br 2,30,000 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 3,75,000 3 Lacs+"
5,iv,(b) LIC or other insurance Policies,"LIC Policy No 63532xxxxx  5,00,000 5 Lacs+ LIC Policy No 36532xxxxx  10,00,000 10 Lacs+ LIC Policy No 36534xxxxx  1,00,000 1 Lacs+ LIC Policy No 36534xxxxx  1,00,000 1 Lacs+ LIC Policy No 3619xxxxx  1,25,000 1 Lacs+ LIC Policy No 63621xxxxx  1,55,000 1 Lacs+ LIC Policy No 60897xxxxx  2,00,000 2 Lacs+ LIC Policy No 63756xxxxx  1,00,000 1 Lacs+ LIC Policy No 63823xxxxx  1,35,000 1 Lacs+ LIC Policy No 63968xxxxx  2,00,000 2 Lacs+ LIC Policy No 63968xxxxx  1,00,000 1 Lacs+","LIC Policy No 36533xxxxx  8,00,000 8 Lacs+ LIC Policy No 365343xxxxx  5,00,000 5 Lacs+ LIC Policy No 60702xxxxx  2,00,000 2 Lacs+ LIC Policy No 63205xxxxx  1,00,000 1 Lacs+ LIC Policy No 63208xxxxx  20,000 20 Thou+ LIC Policy No 63868xxxxx  1,00,000 1 Lacs+ LIC Policy No 63868xxxxx  1,00,000 1 Lacs+ LIC Policy No 638697xxxxx  2,00,000 2 Lacs+ LIC Policy No 63880xxxxx  40,000 40 Thou+ LIC Policy No 63968xxxxx  1,00,000 1 Lacs+ LIC Policy No 639682xxxxx  2,50,000 2 Lacs+ LIC Policy No 63968xxxxx  3,00,000 3 Lacs+ LIC Policy No 69796xxxxx  1,40,000 1 Lacs+ LIC Policy No 77023xxxxx  1,00,000 1 Lacs+ LIC Policy No 77023xxxxx  2,00,000 2 Lacs+ LIC Policy No 63968xxxxx  25,000 25 Thou+ 10 Years Kissan Vikas 10,000 10 Thou+",Nil,"LIC Policy No 36530xxxxx  5,00,000 5 Lacs+ LIC Policy No 36531xxxxx  5,00,000 5 Lacs+ LIC Policy No 36531xxxxx  4,00,000 4 Lacs+ LIC Policy No 36533xxxxx  4,00,000 4 Lacs+ LIC Policy No 60698xxxxx  10,00,000 10 Lacs+ LIC Policy No 60824xxxxx  5,51,400 5 Lacs+ LIC Policy No 63820xxxxx  1,00,000 1 Lacs+ LIC Policy No 63821xxxxx  2,00,000 2 Lacs+ LIC Policy No 63821xxxxx  40,000 40 Thou+ LIC Policy No 63823xxxxx  5,00,000 5 Lacs+ LIC Policy No 63870xxxxx  1,00,000 1 Lacs+ LIC Policy No 63870xxxxx  1,00,000 1 Lacs+ LIC Policy No 63870xxxxx  1,00,000 1 Lacs+ LIC Policy No 63870xxxxx  2,00,000 2 Lacs+ LIC Policy No 64976xxxxx  10,00,000 10 Lacs+ LIC Policy No 65899xxxxx  5,40,000 5 Lacs+",Nil,Nil,"Rs 1,21,31,400 1 Crore+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Creta Car 2021  17,38,058 17 Lacs+ Bolero Jeep 2016  3,72,000 3 Lacs+ Bolero Jeep 2023  9,95,980 9 Lacs+",Nil,Nil,"Honda CBR Bike 2014  1,75,000 1 Lacs+",Nil,Nil,"Rs 32,81,038 32 Lacs+"
8,vii,Jewellery (give details weight value),"3kg Silver 2,22,000 2 Lacs+ 1100g 70,95,000 70 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 73,17,000 73 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
