,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"15,20,000 15 Lacs+","2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 17,20,000 17 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Bank, Main Branch, No 1076354xxxxx  19,47,377 19 Lacs+ Axis Bank, Chanmari Branch, No 390010100001xxxxx  32,000 32 Thou+ HDFC Chanmari Branch, No 5010025356xxxxx  7,56,300 7 Lacs+","SBI Bank, Main Branch, No 1071791xxxxx  5,80,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,15,677 33 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Life Insurnace at Max Lif Vide No 82776xxxxx  10,00,000 10 Lacs+ HDFC Life Super Income Plan Policy No 2282xxxxx  5,00,000 5 Lacs+","SBI Smart Elite Policy No 5356192xxxxx  3,00,000 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,00,000 18 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Duster MZ-01-R8607, 2019  11,00,000 11 Lacs+ Scooter Aprilia, MZ01S7761, 2019  83,350 83 Thou+ Boplero Pickup MZ01S4320, 2019  10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 21,83,350 21 Lacs+"
8,vii,Jewellery (give details weight value),Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"79,39,027 79 Lacs+","10,80,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 90,19,027 90 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 79,39,027 79 Lacs+","Rs 10,80,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 90,19,027 90 Lacs+"
