,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,00,000 1 Lacs+","1,50,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,50,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","44,130 44 Thou+ 1,915 1 Thou+ 1,000 1 Thou+","9,700 9 Thou+ 56,000 56 Thou+",Nil,Nil,Nil,Nil,"Rs 1,12,745 1 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Life Cover  4,00,640 4 Lacs+","LIC Life Cover  2,60,416 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,61,056 6 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","CH01AD1774-2022  8,00,000 8 Lacs+","JK02CQ8846  32,50,000 32 Lacs+ Machines  62,50,000 62 Lacs+ Machines  63,50,000 63 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,66,50,000 1 Crore+"
8,vii,Jewellery (give details weight value),Nil,"100 gm  7,37,000 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,37,000 7 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"12,47,685 12 Lacs+","1,70,63,116 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,83,10,801 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 13,47,685 13 Lacs+","Rs 1,70,63,116 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,84,10,801 1 Crore+"
