,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,Nil,"Indusland Bank-Commercial Vehicle Loan WB33E2435, Outstanding Rs-1822075/-, Loan Amount 2614924/-  18,22,075 18 Lacs+ Indusland Bank-Commercial Vehicle Loan WB33E5886, Outstanding Rs-2467549, Loan Amount 2866864/-  24,67,549 24 Lacs+ Contai Co-Op Bank, C.K. Road Br. Paschim Medinipur, Commercial Vehicle Loan, WB33D1039, Outstanding Rs-594866/-, Loan Amount 1700000/-  5,94,866 5 Lacs+ UBI C.K. Road Satbankura Br. Mudra Outstanding-504033/-, Loan Amount 500000/-  5,04,033 5 Lacs+ CC Loan Outstanding Rs-960000/-, Loan Amount 1000000/-  9,60,000 9 Lacs+",Nil,Nil,Nil,Nil,"Rs 63,48,523 63 Lacs+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),Nil,0,Nil,Nil,Nil,Nil,Rs 0
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),Nil,"Rs 63,48,523 63 Lacs+",Nil,Nil,Nil,Nil,"Rs 63,48,523 63 Lacs+"
