,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"2,00,000 2 Lacs+","25,000 25 Thou+",Nil,"10,000 10 Thou+","5,000 5 Thou+",Nil,"Rs 2,40,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Patna No 2001588xxxxx  4,36,858 4 Lacs+ CBI Dharmpur No 349471xxxxx  5,36,764 5 Lacs+","CBI Dharmpur No 312513xxxxx  1,20,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,93,622 10 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC  5,00,000 5 Lacs+ Aviva LIC  5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,00,000 10 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Scorpio BR07PA7268, Year 2015  7,39,935 7 Lacs+ Car BR01EA4451, Year 2018  5,63,990 5 Lacs+",Nil,Nil,"Motor Cycle BR1EN9725, Year 2020  1,11,075 1 Lacs+",Nil,Nil,"Rs 14,15,000 14 Lacs+"
8,vii,Jewellery (give details weight value),Nil,"Gold Jewelry 110gm 5,50,000 5 Lacs+ Silver 30gm 20,000 20 Thou+",Nil,Nil,Nil,"Gold Jeweler 2,50,000 2 Lacs+ Silver 100gm 6,300 6 Thou+","Rs 8,26,300 8 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"34,77,547 34 Lacs+","7,15,000 7 Lacs+",Nil,"1,21,075 1 Lacs+","5,000 5 Thou+","2,56,300 2 Lacs+","Rs 45,74,922 45 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 34,77,547 34 Lacs+","Rs 7,15,000 7 Lacs+",Nil,"Rs 1,21,075 1 Lacs+","Rs 5,000 5 Thou+","Rs 2,56,300 2 Lacs+","Rs 45,74,922 45 Lacs+"
