,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"House Building Advance Loan from HP Vidhan Sabha Secretariat, Loan 1700000/-  12,27,800 12 Lacs+ Loan from UCO Bank HP Vidhan Sabha, Loan 500000/-  2,43,167 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,70,967 14 Lacs+"
2,i,Loans due to Individual / Entity,"Loans due to Shri V.C Shekhar 84,00,000 84 Lacs+ Liabilities towards Contractor for construction of building in Shimla 30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,14,00,000 1 Crore+"
3,i,Any other Liability,"10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,00,000 10 Lacs+"
4,i,Grand Total of Liabilities (as per affidavit),"1,38,70,967 1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,38,70,967 1 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Some Income Tax abilities are under dispute before the appellate authoritie  0*(Value Not Given),Nil,Nil,Nil,Nil,Nil,Rs 0
19,iv,Totals (Calculated as Sum of Values),"Rs 1,38,70,967 1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,38,70,967 1 Crore+"
