,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Shri Mahavir Sahakari Bank Ltd Jalgaon  5,77,789 5 Lacs+","Buldhana Urban Co Op Credit Society  3,03,37,323 3 Crore+ State Bank of India Vehicle Loan  5,53,366 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,14,68,478 3 Crore+"
2,i,Loans due to Individual / Entity,"Yogesh Shriniwas Khandelwal  3,00,000 3 Lacs+ Ashtavinayak Enterprises  50,00,000 50 Lacs+ Karan Balasaheb Pawar  65,00,000 65 Lacs+ Nathu Rokade  30,00,000 30 Lacs+ Sudhakar Bhavsar  49,00,000 49 Lacs+ Dhananjay Thoke  19,00,000 19 Lacs+ Bhawana Thoke  8,50,000 8 Lacs+ Hotel Jivhala Garden  20,00,000 20 Lacs+ Chandrakant Jain  10,00,000 10 Lacs+ Shailesh Kothari HUF  25,00,000 25 Lacs+ Lakshmi Construction  25,00,000 25 Lacs+ Samruddhi Sugar Private Ltd  40,00,000 40 Lacs+ Umang Developers  20,00,000 20 Lacs+ Ghruneshwar Sugar Pvt Ltd  2,17,82,169 2 Crore+ Ajay Subhash Patil  3,00,000 3 Lacs+ Atul Sudhakar Patil  2,80,000 2 Lacs+ Manisha Printing Press  3,00,000 3 Lacs+","Chandrakant Jain  20,00,000 20 Lacs+ Shailesh Kothari  1,00,00,000 1 Crore+ Mangesh Chavhan  52,51,290 52 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,63,63,459 7 Crore+"
3,i,Any other Liability,"3,50,000 3 Lacs+","72,88,915 72 Lacs+",Nil,Nil,Nil,Nil,"Rs 76,38,915 76 Lacs+"
4,i,Grand Total of Liabilities (as per affidavit),"5,72,39,984 5 Crore+","5,54,30,864 5 Crore+",Nil,Nil,Nil,Nil,"Rs 11,26,70,848 11 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 6,00,39,958 6 Crore+","Rs 5,54,30,894 5 Crore+",Nil,Nil,Nil,Nil,"Rs 11,54,70,852 11 Crore+"
