,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"3,47,490 3 Lacs+","1,97,440 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 5,44,930 5 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Bank of Baroda, Term Deposit No 6556030000xxxxx 3,31,723 3 Lacs+ Bank of Baroda, Term Deposit No 6556030000xxxxx  17,55,375 17 Lacs+ Bank of Baroda, Term Deposit No 6556030000xxxxx  49,50,874 49 Lacs+ Bank of Baroda, Term Deposit No 7873030000xxxxx  31,83,235 31 Lacs+ Axis Bank, Term Deposit No 91004001972xxxxx  76,63,742 76 Lacs+ Axis Bank, Term Deposit No 92104007074xxxxx  43,45,407 43 Lacs+ SBI, Term Deposit No 4126802xxxxx  30,00,000 30 Lacs+ Axis Bank, Kohima, SB No 91001001957xxxxx  29,06,814 29 Lacs+ ICICI Bank, Kohima, SB No 09610100xxxxx  14,97,010 14 Lacs+ SBI, Delhi, SB No 3389994xxxxx  2,89,995 2 Lacs+ SBI, Near DCs Office, Kma SB No 3813608xxxxx  35,71,258 35 Lacs+ Standard Chartered Delhi SB No 5261084xxxxx  48,35,101 48 Lacs+ Bank of Baroda, Dimapur, SB No 7873010001xxxxx  33,92,458 33 Lacs+ Bank of Baroda, Kohima, SB No 6556010000xxxxx  29,94,033 29 Lacs+","Axis Bank, Kohima, FD No 91004002019xxxxx 25,45,693 25 Lacs+ SBI, Kohima, FD No 3772755xxxxx  25,42,227 25 Lacs+ Axis Bank, Kohima, FD No 92104006535xxxxx  32,88,554 32 Lacs+ Axis Bank, Kohima SB No 91001000770xxxxx  63,93,132 63 Lacs+ SBI, Kohima SB No 1027699xxxxx  31,22,682 31 Lacs+ Standard Chartered, Delhi, SB No 5261007xxxxx  15,15,291 15 Lacs+ Bank of Baroda, kohima SB No 6556010001xxxxx  20,77,153 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,62,01,757 6 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","SBI Equity Hybrid Fund Regular Growth  52,34,055 52 Lacs+ SBI Contra Fund- Regular Plan Growth  60,000 60 Thou+ SBI Small Cap Fund Regular Growth  40,000 40 Thou+ SBI Multicap Fund- Regular Plan Growth  1,50,000 1 Lacs+","SBI Equity Hybrid Fund Reg Growth  77,92,224 77 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,32,76,279 1 Crore+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Jeevan Anand Policy No 44201xxxxx  1,40,92,595 1 Crore+ LIC Jeevan Akshay VI Policy No 44504xxxxx  1,00,00,000 1 Crore+ ICICI Pru Elite Wealth Policy No 1821xxxxx  75,00,000 75 Lacs+","LIC Policy No 44254xxxxx  69,06,383 69 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,84,98,978 3 Crore+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Land Cruiser Prado, Nl01H5555. Year- 2012  64,04,007 64 Lacs+ BMW Mini F56 Cooper, Nl07H2000, year- 2015  35,56,958 35 Lacs+ Maruti Alto 800, NL01H9989, Year- 2015  2,57,164 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,02,18,129 1 Crore+"
8,vii,Jewellery (give details weight value),"7,25,700 7 Lacs+","50,48,250 50 Lacs+",Nil,Nil,Nil,Nil,"Rs 57,73,950 57 Lacs+"
9,viii,"Other assets, such as values of claims / interests","49,65,100 49 Lacs+","2,04,28,725 2 Crore+",Nil,Nil,Nil,Nil,"Rs 2,53,93,825 2 Crore+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"9,80,50,098 9 Crore+","6,18,57,757 6 Crore+",Nil,Nil,Nil,Nil,"Rs 15,99,07,855 15 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 9,80,50,094 9 Crore+","Rs 6,18,57,754 6 Crore+",Nil,Nil,Nil,Nil,"Rs 15,99,07,848 15 Crore+"
