,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"9,80,000 9 Lacs+","4,59,227 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 14,39,227 14 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Of india New Delhi Main Branch.II Sansad Marg new Delhi  5,50,040 5 Lacs+ SBI Ravindranagar Branch Nalgonda  30,50,000 30 Lacs+ SBI Secretariat Campus Hyderabad, Telangana  52,365 52 Thou+ HDFC Bank, MLA Colony, Hyderabad  97,670 97 Thou+","SBI Current A/c Shanthinagar, Hyderabad  3,34,365 3 Lacs+ HDFC Bank ltd MLA Colony, Banjara Hill Hyderabad  90,14,530 90 Lacs+","SBI Savings A/c, Shanthinagar, Hyderabad (in the status of HUF)  8,48,576 8 Lacs+",Nil,Nil,Nil,"Rs 1,39,47,546 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,"investment in DSR SR Prime Spaces LLP  2,50,00,000 2 Crore+ Capital in Aarka Infratech India LLP  75,000 75 Thou+ Share capital Pratheek infrastructure Services (p) Ltd  50,000 50 Thou+ Capital Pelicon Projects  1,42,08,734 1 Crore+ investment in mutual funds HDFC  5,02,500 5 Lacs+ In Mutual Funds Kotak  5,02,500 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,03,38,734 4 Crore+"
4,iv,"(a)  NSS, Postal Savings etc","HDFC Life Insurance  8,00,000 8 Lacs+","Investment in HDFC Insurance  10,01,920 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,01,920 18 Lacs+"
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,"Agricultural Income Receivable  8,00,000 8 Lacs+ Advance taxes/ Income tax TDS Received adjustable  18,23,745 18 Lacs+","Rent receivable from Sushee Hi-tech Project Pvt Ltd  10,16,333 10 Lacs+ Rent receivable from Sushee Ventures Pvt ltd  14,78,416 14 Lacs+ Advance taxes / Income/tax/TDS Received/ adjustable  1,07,33,199 1 Crore+ Loan at Aarka infratech india LLP  22,81,250 22 Lacs+ Rent Receivable from & Space  57,888 57 Thou+ Rent Receivable from Western Constructions  33,19,644 33 Lacs+ Loan receivable from Mr.P.mahender Reddy  1,00,00,000 1 Crore+ Loan receivable from Mr. N.Giridhar Reddy  1,00,00,000 1 Crore+","Rent Receivable from Sushee Hi-tech Project Pvt Ltd.(In the status of HUF)  6,53,803 6 Lacs+ Rent Receivable from Sushee Hi-tech Project Pvt Ltd.(In the status of HUF)  13,78,305 13 Lacs+ (In the status of HUF) Advance taxes/ income tax TDS Received/adjustable  2,93,930 2 Lacs+",Nil,Nil,Nil,"Rs 4,38,36,513 4 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)","Range Rover TS09FX3213 Year of make 2021- year of purchase 2023  40,00,000 40 Lacs+","Innova 2.5 V(M) 7S AP 24 AF 09999 year of make 2010 year of purchase 2010  11,66,573 11 Lacs+",Nil,Nil,Nil,Nil,"Rs 51,66,573 51 Lacs+"
8,vii,Jewellery (give details weight value),"Book Value 100 Grams Gold (Present market value)  3,00,000 3 Lacs+","Book Value of 2100.562 Grams gold 61,69,000 61 Lacs+ Diamonds  14,70,000 14 Lacs+",Nil,Nil,Nil,Nil,"Rs 79,39,000 79 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Deposit with Government for allotment of plot  10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,00,000 10 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,34,53,820 1 Crore+","9,88,41,079 9 Crore+","31,74,614 31 Lacs+",Nil,Nil,Nil,"Rs 11,54,69,513 11 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,34,53,820 1 Crore+","Rs 9,88,41,079 9 Crore+","Rs 31,74,614 31 Lacs+",Nil,Nil,Nil,"Rs 11,54,69,513 11 Crore+"
