,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"4,90,000 4 Lacs+","4,70,000 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 9,60,000 9 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","State Bank of India Amalner  30,344 30 Thou+ Bank of Baroda Amalner FDR  52,55,021 52 Lacs+ Bank of Baroda Amalner  7,429 7 Thou+ Bank of Baroda Amalner  5,03,727 5 Lacs+ Bank of Baroda Amalner  62,615 62 Thou+ Union Bank Amalner  64,161 64 Thou+ Union Bank Amalner  19,725 19 Thou+ Axis Bank Amalner  27,07,727 27 Lacs+ Axis Bank Amalner  58,697 58 Thou+ The Jalgaon District Co Op Bank Ltd Jalgaon Amalner  55,395 55 Thou+ The Jalgaon District Co Op Bank Ltd Jalgaon Marvad  43,836 43 Thou+ Buldhana Urban Co Op Credit Society Ltd Buldhana Amalner  6,453 6 Thou+ HDFC Bank Amalner  10,00,000 10 Lacs+ Chopda Peoples Co Op Bank Ltd Chopda  4,217 4 Thou+","State Bank of India Amalner  20,631 20 Thou+ Baroda Bank Amalner  1,78,802 1 Lacs+ Axis Bank Ltd. Amalner  1,43,064 1 Lacs+ The Jalgaon District Co Op Bank Ltd Jalgaon AMalner  2,11,718 2 Lacs+ Union Bank Amalner  19,725 19 Thou+ HDFC Bank Amalner  72,235 72 Thou+ Chopda Peoples Co Op Bank Ltd Chopda  2,89,037 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,07,54,559 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Balaji Tally  100 1 Hund+ Reliance Ind.  28 Wipro Ltd.  200 2 Hund+,Nil,Nil,Nil,Nil,Nil,Rs 328 3 Hund+
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC of India 960707706  81,699 81 Thou+ LIC of India 960707707  40,509 40 Thou+ LIC of India 960681135  1,05,840 1 Lacs+ Max Life Insurance 506136472  3,06,750 3 Lacs+","Max Life Insurance 50435985  1,02,249 1 Lacs+ LIC of India 965373754  47,100 47 Thou+ LIC of India 925669536  55,191 55 Thou+ LIC of India 939879983  5,20,944 5 Lacs+ LIC of India 939879984  4,46,160 4 Lacs+ LIC of India 939879985  4,48,558 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 21,55,000 21 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Ford Endeavour 19 DD 2498 2018  32,71,391 32 Lacs+ Mahindra Tractor MH191627 2008  4,83,955 4 Lacs+ Mahindra Tractor MH19P2255 2004  4,45,000 4 Lacs+ Hero Honda Motor Cycle MH19X5602 2003  42,600 42 Thou+ Bajaj City 100 Motor Cycle MH19812 2005  40,500 40 Thou+","Innova Toyota Crista MH19DY2498 2022  32,00,000 32 Lacs+ Honda Activa Motor Cycle MH19A3050 2007  41,000 41 Thou+ Hero Duet Motor Cycle MH19D2498 2017  49,612 49 Thou+",Nil,Nil,Nil,Nil,"Rs 75,74,058 75 Lacs+"
8,vii,Jewellery (give details weight value),"130 Grams Gold  10,66,000 10 Lacs+ 50 Grams Silver  52,000 52 Thou+","350 Grams Gold  28,70,000 28 Lacs+ 1Kg 500 Grams Silver  1,56,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 41,44,000 41 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,62,45,591 1 Crore+","93,42,026 93 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,55,87,617 2 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,62,45,919 1 Crore+","Rs 93,42,026 93 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,55,87,945 2 Crore+"
