,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,55,000 1 Lacs+","35,000 35 Thou+",Nil,Nil,Nil,Nil,"Rs 1,90,000 1 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","AUCB 85,751 85 Thou+ HDFC Bank  9,37,137 9 Lacs+ PNB Bank 23,803 23 Thou+ PNB Bank  52,290 52 Thou+ SBI Bank 13,530 13 Thou+ SBI Bank  14,176 14 Thou+ SBI Bank  1,558 1 Thou+ SBI Bank  44,64,064 44 Lacs+ UGB 35,307 35 Thou+ UGB  10,49,724 10 Lacs+","UGB  16,631 16 Thou+ SBI Bank  5,09,880 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 72,03,851 72 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","AUCB 21,030 21 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 21,030 21 Thou+"
4,iv,"(a)  NSS, Postal Savings etc","KVP  25,000 25 Thou+ NSC 26,700 26 Thou+ SD 5,66,32,678 5 Crore+ FDR  3,81,15,086 3 Crore+ SBI Life Insurance  30,00,000 30 Lacs+ Reliance  2,02,000 2 Lacs+","Relaince  10,09,630 10 Lacs+ LIC  97,650 97 Thou+",Nil,Nil,Nil,Nil,"Rs 9,91,08,744 9 Crore+"
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Fortuner 14,70,772 14 Lacs+ Scross Year-2019  8,72,686 8 Lacs+ Innova Year-2020  2,20,458 2 Lacs+ Balero Year-2022  12,16,091 12 Lacs+ JCB Year-2014  13,36,520 13 Lacs+ JCB Year-2010  1,80,856 1 Lacs+ JCB Year-2013  60,24,572 60 Lacs+ Road Rolar Year-2020  7,23,085 7 Lacs+ Roak Year-2021  7,99,576 7 Lacs+ Tata Hitachi Year-2016  9,07,307 9 Lacs+ Tata Ex200 Year-2017  42,88,798 42 Lacs+ JCB Year-2021  5,91,441 5 Lacs+ JCB Year-2020  18,43,155 18 Lacs+ JCB 11,35,223 11 Lacs+ JCB Year-2021  44,80,618 44 Lacs+ Pickup Year-2019  30,043 30 Thou+ Tractor Year-2019  4,58,014 4 Lacs+ Balero Year-2014  2,00,104 2 Lacs+ Pickup Year-2019  87,486 87 Thou+ Mahindra Year-2017  3,21,962 3 Lacs+ Tata Truck Year-2014 4,14,057 4 Lacs+ Tipper Ashoka Year-2016  6,80,773 6 Lacs+ Tipper Year-2016  4,15,715 4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,86,99,312 2 Crore+"
8,vii,Jewellery (give details weight value),"Gold 3 Tola  1,80,000 1 Lacs+","Gold 15 Tola  9,00,000 9 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,80,000 10 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"13,57,48,638 13 Crore+","25,68,701 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,83,17,339 13 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 13,37,34,146 13 Crore+","Rs 25,68,791 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,63,02,937 13 Crore+"
