,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Car Loan Bank Of Baroda Date-31-10-2022 6,61,217 6 Lacs+ HDFC Bank L A S Date-08-11-2022  9,40,000 9 Lacs+","HDFC Bank LAS Date-08-11-2022  6,45,000 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,46,217 22 Lacs+"
2,i,Loans due to Individual / Entity,"Other List Date-31-03-2022  4,12,31,880 4 Crore+","Other List Date-31-03-2022  4,89,37,665 4 Crore+","Other List Date-31-03-2022  5,34,10,724 5 Crore+",Nil,Nil,Nil,"Rs 14,35,80,269 14 Crore+"
3,i,Any other Liability,"Union Bank Ujha House Rent Deposit  1,74,106 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,74,106 1 Lacs+"
4,i,Grand Total of Liabilities (as per affidavit),"4,30,07,203 4 Crore+","4,95,82,665 4 Crore+","5,34,10,724 5 Crore+",Nil,Nil,Nil,"Rs 14,60,00,592 14 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 4,30,07,203 4 Crore+","Rs 4,95,82,665 4 Crore+","Rs 5,34,10,724 5 Crore+",Nil,Nil,Nil,"Rs 14,60,00,592 14 Crore+"
