,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"keezhathadiyoor Service Cooperative bank Agricultural loan with Interest  36,59,148 36 Lacs+ Kottayam coperative agricultural and rural development bank ltd, with Interest  41,38,745 41 Lacs+ Federal Bank pala branch Vehicle loan Kl35 J 8060  12,84,174 12 Lacs+ KL 35 G 5292 Maruti swift vehicle loan  93,845 93 Thou+ Federal bank pala branch, Term Loan  43,617 43 Thou+","Keezhathadiyoor Servce Coperative bank pala,agricultural loan with Interest  36,59,148 36 Lacs+ Agricultural loan Indian Bank, Rs.68000000/- Interest-100000000/-, Share-3360000/-  33,60,000 33 Lacs+ gold loan canara bank pala branch  8,28,000 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,70,66,677 1 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,"4 Case Settlement of dinesh menon in Additional metro politan magistrate  3,25,00,000 3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,25,00,000 3 Crore+"
4,i,Grand Total of Liabilities (as per affidavit),"4,17,19,529 4 Crore+","78,44,873 78 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,95,64,402 4 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 4,17,19,529 4 Crore+","Rs 78,47,148 78 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,95,66,677 4 Crore+"
