,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"10,000 10 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 10,000 10 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Indian Bank Harur  4,87,900 4 Lacs+","SBI  1,40,953 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,28,853 6 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Policy  50,000 50 Thou+ Policy in State Bank Of India, Harur Branch 1,00,000 1 Lacs+","LIC Policy  2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,50,000 3 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","TN 29 BX 1212 HERO HONDA SPLENDER MOTOR CYCLE (MODEL)  30,000 30 Thou+ TN.29.CZ.9999 INNOVA CRYSTAL (MODEL 2020)  25,00,000 25 Lacs+","TN 29 BT 8961 HERO PLEASURE Scppter (Model 2017)  40,000 40 Thou+",Nil,Nil,Nil,Nil,"Rs 25,70,000 25 Lacs+"
8,vii,Jewellery (give details weight value),Nil,"120 Gram  3,60,000 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,60,000 3 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"31,77,900 31 Lacs+","7,40,953 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 39,18,853 39 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 31,77,900 31 Lacs+","Rs 7,40,953 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 39,18,853 39 Lacs+"
