,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"5,00,000 5 Lacs+","3,00,000 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 8,00,000 8 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","CBI, Bangana, No 220276xxxxx  4,74,604 4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,74,604 4 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","7 Vehicles 1,50,00,000 1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,50,00,000 1 Crore+"
8,vii,Jewellery (give details weight value),"40 Grm Gold  2,00,000 2 Lacs+","120 Grm GOld  6,00,000 6 Lacs+",Nil,"20 Grm Gold  1,00,000 1 Lacs+","20 Grm Gold  1,00,000 1 Lacs+",Nil,"Rs 10,00,000 10 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,52,00,000 1 Crore+","6,00,000 6 Lacs+",Nil,"1,00,000 1 Lacs+","1,00,000 1 Lacs+",Nil,"Rs 1,60,00,000 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,61,74,604 1 Crore+","Rs 9,00,000 9 Lacs+",Nil,"Rs 1,00,000 1 Lacs+","Rs 1,00,000 1 Lacs+",Nil,"Rs 1,72,74,604 1 Crore+"
