,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"3,00,000 3 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 3,00,000 3 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","PBGB 5,000 5 Thou+ SB No 09960150xxxxx  500 5 Hund+ ICICI No 81321011000xxxxx  1,500 1 Thou+ BOI Bank No 8110101000xxxxx  1,000 1 Thou+ BOI Bank No 88600xxxxx  1,000 1 Thou+ IDBI Bank 37,500 37 Thou+","IDBI No 09xxxxx  17,500 17 Thou+",Nil,Nil,Nil,Nil,"Rs 64,000 64 Thou+"
3,iii,"Bonds, Debentures and Shares in companies","Gold Bond From BOI Bank  31,500 31 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 31,500 31 Thou+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Innova Crysta Reg.No-PY-02Q-6999 11,00,000 11 Lacs+ Ertiga Reg.No-PY-02Q-6999  2,50,000 2 Lacs+ Royal Enfield  60,000 60 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 14,10,000 14 Lacs+"
8,vii,Jewellery (give details weight value),"Gold 8 Gram  36,000 36 Thou+","Gold 80 Gram  3,60,000 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,96,000 3 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"14,88,000 14 Lacs+","3,77,500 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,65,500 18 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 18,24,000 18 Lacs+","Rs 3,77,500 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,01,500 22 Lacs+"
