,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
2,i,Loans due to Individual / Entity,Nil,"Unsecured Loan from Aditya Mein 3,35,99,853 3 Crore+ Unsecured Loan from Chow Khanseng Main 5,00,000 5 Lacs+ Unsecured Loan from Arunachal Trade & Agencies 8,11,209 8 Lacs+ Unsecured Loan from Mein Tea Estate 2,48,00,000 2 Crore+",Nil,Nil,Nil,Nil,"Rs 5,97,11,062 5 Crore+"
3,i,Any other Liability,Nil,"Security Deposit From Tenant 35,000 35 Thou+",Nil,Nil,Nil,Nil,"Rs 35,000 35 Thou+"
4,i,Grand Total of Liabilities (as per affidavit),Nil,"5,97,46,062 5 Crore+",Nil,Nil,Nil,Nil,"Rs 5,97,46,062 5 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,"Disputed demand of Income Tax & Interest thereon of Rs. 45538501/- for Assessment Year 2019-20. The Appeal against the demand is pending with the Commissioner of Income Tax (Appeal)(Acknowledgement No. 677359570131021 Dated 13-10-21  4,55,38,501 4 Crore+",Nil,Nil,Nil,Nil,"Rs 4,55,38,501 4 Crore+"
19,iv,Totals (Calculated as Sum of Values),Nil,"Rs 10,52,84,563 10 Crore+",Nil,Nil,Nil,Nil,"Rs 10,52,84,563 10 Crore+"
