,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 50,000 50 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","PNB Bank Bhagwanpur 30,00,000 30 Lacs+ Canrea Bank Bhagwanpur  59,06,000 59 Lacs+ ICICI Bank Dheradoon  30,00,000 30 Lacs+ SBI Bank Bhagwanpur 2,50,000 2 Lacs+ Dist Co-Op Bank Bhagwanpur 5,00,000 5 Lacs+",Nil,Nil,"SBI Bhagwanpur  14,51,833 14 Lacs+",Nil,Nil,"Rs 1,41,07,833 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","Kantra Meghamart Pvt Ltd,Share-20000  2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,00,000 2 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC SBI  7,50,000 7 Lacs+",Nil,Nil,"LIC SBI 2,00,000 2 Lacs+",Nil,Nil,"Rs 9,50,000 9 Lacs+"
6,v,Personal loans/advance given,"Other Loan Kantra Meghamart Pvt Ltd.  5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,00,000 5 Lacs+"
7,vi,"Motor Vehicles (details of make, etc.)","One Scooty 2016 Year  62,000 62 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 62,000 62 Thou+"
8,vii,Jewellery (give details weight value),"120 Grm Gold Jewellery  5,10,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,10,000 5 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,47,28,000 1 Crore+",Nil,Nil,"16,51,833 16 Lacs+",Nil,Nil,"Rs 1,63,79,833 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,47,28,000 1 Crore+",Nil,Nil,"Rs 16,51,833 16 Lacs+",Nil,Nil,"Rs 1,63,79,833 1 Crore+"
