,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Bank of Baroda Makronia Branch, Tax Loan M.P. 15 C.C 6883 & Car Loan M.P.04BC6915  18,12,621 18 Lacs+ Flat Loan Rachna Tower Bhopal M.P.  40,25,953 40 Lacs+","HDFC Bank, Branch Sagar (Home on Shankargarh Rajakhedi - N.R.P. Loan), Total Loan Rs. 3905000  32,33,929 32 Lacs+ Kundanlal Lariya  24,57,000 24 Lacs+ Smita Lariya- Unsecured Loan 14,48,000 14 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,29,77,503 1 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,"Anshul Lariya 19,80,000 19 Lacs+",Nil,"Rs 19,80,000 19 Lacs+"
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"58,38,574 58 Lacs+","71,38,929 71 Lacs+",Nil,Nil,"19,80,000 19 Lacs+",Nil,"Rs 1,49,57,503 1 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 58,38,574 58 Lacs+","Rs 71,38,929 71 Lacs+",Nil,Nil,"Rs 19,80,000 19 Lacs+",Nil,"Rs 1,49,57,503 1 Crore+"
