,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"17,72,000 17 Lacs+","20,53,000 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 38,25,000 38 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Canara Bank in Sector 35B, Chandigarh, SB No 162510100xxxxx  14,93,000 14 Lacs+ HDFC Bank Ltd. Sector 17C, Chandigarh SB. No 50100387xxxxx 33  6,96,000 6 Lacs+ Central Bank of India, Sector- 22C, Chandigarh SB. No 541623xxxxx  2,99,000 2 Lacs+ Punjab National Bank, Kalka Haryana SB No 024900010121xxxxx  36,000 36 Thou+ Bank of India Ambala Haryana City SB. No 6713101100xxxxx  28,000 28 Thou+ State Bank of India, Panchkula Sector 17 No 2050633xxxxx  0","Central Bank of India, Sector-22C, Chandigarh SB. No 100700xxxxx  1,08,00,000 1 Crore+ ICICI Bank Ltd. Sector-9C, Chandigarh SB. No 00130105xxxxx  2,14,000 2 Lacs+ State Bank of India Sansad Bhawan, Delhi SB No 1002382xxxxx  86,000 86 Thou+ FDR with ICICI Bank Ltd Sector- 9C, Chandigarh  10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,46,52,000 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","1.Shares in Piccadily Hotels Pvt. Ltd. New Delhi  11,90,00,000 11 Crore+ Shares Soon-n-Sure Holdings Ltd  2,56,00,000 2 Crore+","Shares Piccadily Hotels Pvt. Ltd. New Delhi  73,05,00,000 73 Crore+ Shares in Soon- n-Sure Holdings Ltd  11,93,00,000 11 Crore+ 3.Capital in Firms 1.Star & Co 1,12,00,000 1 Crore+ Piccadily Restaurant  47,85,000 47 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,01,03,85,000 101 Crore+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,"Rent Receivable Modern Liquor  2,12,000 2 Lacs+ Sh. Siddhartha Sharma  29,00,000 29 Lacs+ Shakti Investment Ltd  1,85,00,000 1 Crore+","Sh. Kartikeya Sharma  25,46,000 25 Lacs+ Dr. Prachi Setty  67,11,000 67 Lacs+ Dr. Prachi Setty  40,00,000 40 Lacs+ Shakti Investment Ltd. 1,85,00,000 1 Crore+ Soon-N-Sure Holding Ltd.  1,80,00,000 1 Crore+ Sh. Rajinder 6,00,000 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,19,69,000 7 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)",Nil,"Make Maruti Vitara Brezza Zdi car Registration No. CH01BG7315 Year of purchase 2012  9,22,000 9 Lacs+",Nil,Nil,Nil,Nil,"Rs 9,22,000 9 Lacs+"
8,vii,Jewellery (give details weight value),"Jewellery Gold Weight 1669.410 gms  1,13,00,000 1 Crore+ Jewellery Silver Weight 44.05 Kg  39,64,000 39 Lacs+","Jewellery Gold Weight 200 gms  13,50,000 13 Lacs+ Precious Stone Weight  15,00,000 15 Lacs+ Watches 5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,86,14,000 1 Crore+"
9,viii,"Other assets, such as values of claims / interests",Nil,"Other House hold goods for self and family including bedding utensil electronics Ac, Almiras and Clothings Etc. 15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"18,58,00,000 18 Crore+","93,60,67,000 93 Crore+",Nil,Nil,Nil,Nil,"Rs 1,12,18,67,000 112 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 18,58,00,000 18 Crore+","Rs 93,60,67,000 93 Crore+",Nil,Nil,Nil,Nil,"Rs 1,12,18,67,000 112 Crore+"
