,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"10,00,000 10 Lacs+","5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 15,00,000 15 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI SB  16,948 16 Thou+ SBI CA  14,744 14 Thou+ KARUR VYSYA BANK SB  9,916 9 Thou+ KARUR VYSYA BANK CA  10,964 10 Thou+ ICICI SB  2,52,891 2 Lacs+ CENTRAL BANK OF INDIA  2,076 2 Thou+ INDIAN BANK  1,000 1 Thou+","KARUA VYSYA BANK  5,557 5 Thou+ ICICI BANK SB  2,57,273 2 Lacs+ SBI  4,323 4 Thou+ CENTRAL BANK OF INDIA  71,500 71 Thou+ INDIAN OVERSEAS BANK  2,00,000 2 Lacs+ INDIAN BANK  1,000 1 Thou+",Nil,Nil,Nil,Nil,"Rs 8,48,192 8 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,"LIC POLICY  1,00,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,00,000 1 Lacs+"
6,v,Personal loans/advance given,"35,00,000 35 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 35,00,000 35 Lacs+"
7,vi,"Motor Vehicles (details of make, etc.)","TOYOTA INNOVA TN499191  24,50,000 24 Lacs+ TOYOTA ETIEOS TN499393  88,000 88 Thou+ HERO HONDA TN49 3818  12,000 12 Thou+ MAHENDRA TRACTOR  6,90,000 6 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 32,40,000 32 Lacs+"
8,vii,Jewellery (give details weight value),"GOLD 400 G  18,00,000 18 Lacs+","GOLD 400 G  18,00,000 18 Lacs+",Nil,Nil,Nil,Nil,"Rs 36,00,000 36 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,06,40,539 1 Crore+","29,39,653 29 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,35,80,192 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 98,48,539 98 Lacs+","Rs 29,39,653 29 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,27,88,192 1 Crore+"
