,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,00,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Axis Bank Br. Sri Hargobindpur No 91901006874xxxxx  7,00,000 7 Lacs+ Axis Bank Br. Sri Hargobindpur No 92101004841xxxxx  3,000 3 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 7,03,000 7 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Policy No 47119xxxxx  1,00,000 1 Lacs+ KIM Infrasturture Aggrement No-0111R0008377  1,66,000 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,66,000 2 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,vii,Jewellery (give details weight value),Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"11,69,000 11 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 11,69,000 11 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 11,69,000 11 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 11,69,000 11 Lacs+"
