,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,00,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Raliang Branch No 2002422xxxxx  2,43,698 2 Lacs+ The Jowai Co-Operative Urban Bank Ltd. Jowai No 0102302xxxxx  10,000 10 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 2,53,698 2 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Maruti Udyog Alto K10, ML04C0551 Model 2015  3,80,000 3 Lacs+ Mahindra Scorpio ML04C6751 Model 2018  10,39,522 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,19,522 14 Lacs+"
8,vii,Jewellery (give details weight value),Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"18,73,220 18 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 18,73,220 18 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 18,73,220 18 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 18,73,220 18 Lacs+"
