,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Gramin janatha Welfare Society personal  10,00,000 10 Lacs+ Gramin janatha Welfare Society jamyam  1,50,000 1 Lacs+ Govt aided Rubber plantation Agricultural loan  3,00,000 3 Lacs+ kerala gramin bank Agriculture loan  3,00,000 3 Lacs+ Tekkinkad chitts  16,73,200 16 Lacs+ 3,00,000 3 Lacs+","SBI Alagappa Br. Agricultural loan  3,00,000 3 Lacs+",Nil,"Kerala gramin bank  3,00,000 3 Lacs+ Gramin janatha welfare society  6,53,000 6 Lacs+ Kuri loan  40,000 40 Thou+ Kuri loan  1,70,000 1 Lacs+",Nil,Nil,"Rs 51,86,200 51 Lacs+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"37,23,200 37 Lacs+","3,00,000 3 Lacs+",Nil,"11,63,000 11 Lacs+",Nil,Nil,"Rs 51,86,200 51 Lacs+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 37,23,200 37 Lacs+","Rs 3,00,000 3 Lacs+",Nil,"Rs 11,63,000 11 Lacs+",Nil,Nil,"Rs 51,86,200 51 Lacs+"
