,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+","5,000 5 Thou+",Nil,"5,000 5 Thou+",Nil,Nil,"Rs 60,000 60 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Gramin Janatha Welfare Society  1,264 1 Thou+ Federal bank amballur  5,008 5 Thou+ kerala gramin bank  440 4 Hund+ IDBI Thrissur  5,562 5 Thou+ HDFC Thrissur  5,98,058 5 Lacs+ Union bank  5,096 5 Thou+ Thekkinkad chitties  15,28,403 15 Lacs+ SBI Amballur  1,686 1 Thou+","Kerala gramin bank amballur  414 4 Hund+ IDBI Thrissur  10,766 10 Thou+ SIB Thrissur  1,91,208 1 Lacs+",Nil,"Kerala gramin bank  419 4 Hund+ Gramin janatha Society  1,42,500 1 Lacs+ FD  8,80,000 8 Lacs+ Federal bank Br  1 Treaury SB  35,278 35 Thou+",Nil,Nil,"Rs 34,06,103 34 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","Tekkinkad nidhi Ltd.  3,00,000 3 Lacs+ Tekkinkad nidhi Ltd.  2,00,000 2 Lacs+ Tekkinkad Chitts  9,70,000 9 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,70,000 14 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,"Kl 45 m 2892 Terrano nissan 12,00,000 12 Lacs+ Honda Activa Kl 45 N 6881  80,000 80 Thou+",Nil,Nil,"Rs 12,80,000 12 Lacs+"
8,vii,Jewellery (give details weight value),"1 Soverign Ring  34,000 34 Thou+","75 Soverign 25,50,000 25 Lacs+",Nil,"12 Soverign  4,08,000 4 Lacs+",Nil,Nil,"Rs 29,92,000 29 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"35,86,517 35 Lacs+","27,52,388 27 Lacs+",Nil,"31,60,947 31 Lacs+",Nil,Nil,"Rs 94,99,852 94 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 36,99,517 36 Lacs+","Rs 27,57,388 27 Lacs+",Nil,"Rs 27,51,198 27 Lacs+",Nil,Nil,"Rs 92,08,103 92 Lacs+"
