,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"9,00,000 9 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 9,00,000 9 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","20,00,000 20 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 20,00,000 20 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Audi -2014 TS02 Ef 9999 40,00,000 40 Lacs+ Toyata Fortuner 2023 TS03ATT T/R 2958 45,00,000 45 Lacs+ Mereedes Ben 220d/2023 TS02Fj999  90,00,000 90 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,75,00,000 1 Crore+"
8,vii,Jewellery (give details weight value),Nil,"1 Kg Gold 60,00,000 60 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,00,000 60 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"2,04,00,000 2 Crore+","60,00,000 60 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,64,00,000 2 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 2,04,00,000 2 Crore+","Rs 60,00,000 60 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,64,00,000 2 Crore+"
