,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Union Bank of India, Mandaleshwar Branch, Home Loan  23,91,087 23 Lacs+ UCO Bank-od, Sanyogitaganj Branch, M Sharda Bus Service  2,92,873 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 26,83,960 26 Lacs+"
2,i,Loans due to Individual / Entity,"Shrimati Sarita Mev  25,14,743 25 Lacs+ Rajkumar Mev HUF  12,34,074 12 Lacs+ Shri Rafiv Verma  2,00,000 2 Lacs+ Shri Surajmal  1,50,000 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 40,98,817 40 Lacs+"
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"67,82,777 67 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 67,82,777 67 Lacs+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Appeal Before Appellate Tribal Customer, Excise Service Tax, Appellate Tribund New Delhi 88,255 88 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 88,255 88 Thou+"
19,iv,Totals (Calculated as Sum of Values),"Rs 68,71,032 68 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 68,71,032 68 Lacs+"
