,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
2,i,Loans due to Individual / Entity,"Radha R Deshpande, Unsecured Loan  3,89,62,215 3 Crore+ R V Deshpande HUF, Unsecured Loan  3,01,80,159 3 Crore+","R V Deshpande HUF, Unsecured Loan 33,30,000 33 Lacs+","Bhavani Enterprises, Unsecured Loan  4,16,00,000 4 Crore+",Nil,Nil,Nil,"Rs 11,40,72,374 11 Crore+"
3,i,Any other Liability,"ENAM Asset Management, Fees Payable  3,170 3 Thou+ Labcrop Drug Development India Pvt Ltd, Interest Free Refundable Security Deposit  1,33,22,400 1 Crore+","ENAM Asset Management, Fees Payable 10,461 10 Thou+ Labcrop Drug Development India Pvt Ltd, Interest Free Refundable Security Deposit 1,33,22,400 1 Crore+","ENAM Asset Management, Fees Payable 2,623 2 Thou+ Dhruvdesh Metasteel Pvt Ltd, Interest Free Refundable Security Deposit  1,50,000 1 Lacs+",Nil,Nil,Nil,"Rs 2,68,11,054 2 Crore+"
4,i,Grand Total of Liabilities (as per affidavit),"8,24,67,944 8 Crore+","1,66,62,861 1 Crore+","4,17,52,623 4 Crore+",Nil,Nil,Nil,"Rs 14,08,83,428 14 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Rs. 368700/- pertaining to A.Y. 2004-05, rectification is pending with the Assessing Officer  3,68,700 3 Lacs+ Rs. 100723/- pertaining to A.Y.2011-12 and the Appeal has been filed before the Commissioner of income tax Appeals and pending for disposal  1,00,723 1 Lacs+",Nil,"Rs. 3844811/- pertaining to A.Y. 2017-18, rectification is pending with the Assessing Officer. and the Appeal has been filed before the Commissioner of income tax Appeals and pending for desposal  38,44,811 38 Lacs+",Nil,Nil,Nil,"Rs 43,14,234 43 Lacs+"
19,iv,Totals (Calculated as Sum of Values),"Rs 8,29,37,367 8 Crore+","Rs 1,66,62,861 1 Crore+","Rs 4,55,97,434 4 Crore+",Nil,Nil,Nil,"Rs 14,51,97,662 14 Crore+"
