,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"1) South Indian Bank Housing Loan  61,06,563 61 Lacs+ 2) HDFC Bank Vehicle Loan  36,44,591 36 Lacs+ 3) The Chennai Metropolitan Co-operating Housing Society Ltd  5,26,757 5 Lacs+ 4) South Indian Bank Personal loan  4,13,635 4 Lacs+","1) HDFC Bank Vehicle Loan  1,71,464 1 Lacs+ 2)HDFC Bank Term Loan  10,15,990 10 Lacs+ 3)HDFC Bank Vehicle Loan  24,09,985 24 Lacs+ 4)Daimler Finance Vehicle Loan  20,76,740 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,63,65,725 1 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"1,06,91,546 1 Crore+","56,74,179 56 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,63,65,725 1 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 1,06,91,546 1 Crore+","Rs 56,74,179 56 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,63,65,725 1 Crore+"
