,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"27,00,000 27 Lacs+","6,00,000 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,00,000 33 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Lakshmi Vilas Bank  20,390 20 Thou+ UCO Bank  11,198 11 Thou+ SBI  11,482 11 Thou+ INDIAN BANK  3,522 3 Thou+ City Union Bank  3,72,810 3 Lacs+ City Union Bank  5,000 5 Thou+ City Union Bank  10,277 10 Thou+ City Union Bank  11,043 11 Thou+ City Union Bank  88,322 88 Thou+ Canara Bank  1,143 1 Thou+ Indian Bank 5,312 5 Thou+","Lakshmi Vilas Bank  61,193 61 Thou+ Indian Bank  25,599 25 Thou+ City Union Bank  1,08,108 1 Lacs+ City Union Bank  1,07,908 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 8,43,307 8 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Birla Sunlife Insurance  1,89,226 1 Lacs+ HDFC Standard Life Insurance  24,623 24 Thou+ HDFC Insurance  1,24,907 1 Lacs+ LIC  73,40,888 73 Lacs+ SBI Life Insurence  2,05,316 2 Lacs+ Sri Ram Life Insurence  2,00,854 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 80,85,814 80 Lacs+"
6,v,Personal loans/advance given,"2,92,10,512 2 Crore+","46,17,095 46 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,38,27,607 3 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)","Hyundai Creta  13,22,000 13 Lacs+ Skoda  10,65,271 10 Lacs+ Ford Car  80,179 80 Thou+","Maruthi Swift  8,64,877 8 Lacs+ JCB  27,37,133 27 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,69,460 60 Lacs+"
8,vii,Jewellery (give details weight value),"Gold 1828 Gram  85,00,200 85 Lacs+ Silver 7000 Gram  4,65,500 4 Lacs+","Gold 400 Gram  18,60,000 18 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,08,25,700 1 Crore+"
9,viii,"Other assets, such as values of claims / interests","Devaki Chits P Ltd-Chit R04  47,50,000 47 Lacs+ Devaki Chits P Ltd-Chit R05  47,50,000 47 Lacs+ Devaki Chits P Ltd-Chit V02  13,00,000 13 Lacs+ Devaki Chits P Ltd-Chit-V03  13,00,000 13 Lacs+ Devaki Chits P Ltd-Chit Y15  7,50,000 7 Lacs+ Devaki Chits P Ltd-Chit Y14  7,50,000 7 Lacs+ Devaki Chits P Ltd-Chit Z09  1,50,000 1 Lacs+ Furniture & Machinery  93,52,439 93 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,31,02,439 2 Crore+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"7,50,72,414 7 Crore+","1,09,81,913 1 Crore+",Nil,Nil,Nil,Nil,"Rs 8,60,54,327 8 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 7,50,72,414 7 Crore+","Rs 1,09,81,913 1 Crore+",Nil,Nil,Nil,Nil,"Rs 8,60,54,327 8 Crore+"
