,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"73,302 73 Thou+","3,84,606 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,57,908 4 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Br. Dharampur Dehradun No 1023610xxxxx  37,40,130 37 Lacs+ SBI Br. Dharampur Dehradun No 203254xxxxx  5,18,766 5 Lacs+ Term Deposit With Int in PNB Bank FDR No 0828303106xxxxx  49,163 49 Thou+ Term Deposit With Int in SBI Dharampur FDR No 3822458xxxxx  22,65,124 22 Lacs+","Syndicate Bank Jtly No 8730220002xxxxx  629 6 Hund+ Canara Bank No 8734220001xxxxx  8,82,545 8 Lacs+ PNB No 0828219102xxxxx  6,02,073 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 80,58,430 80 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Policy No 27037xxxxx  85,340 85 Thou+ LIC Policy No 27186xxxxx  2,55,215 2 Lacs+","LIC Policy No 27437xxxxx  77,490 77 Thou+",Nil,Nil,Nil,Nil,"Rs 4,18,045 4 Lacs+"
6,v,Personal loans/advance given,"Loan Wife Mrs Manisha Kaushik  90,000 90 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 90,000 90 Thou+"
7,vi,"Motor Vehicles (details of make, etc.)","Innova Car UK-08-YZ-2707 Purchased Year 2012  13,93,529 13 Lacs+","Maruti Ciaz UK-08-AK-1077 Purchased Year 2015  10,86,187 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 24,79,716 24 Lacs+"
8,vii,Jewellery (give details weight value),Nil,"Gold 16 Tola  6,43,840 6 Lacs+ Silver 15 Tola  7,920 7 Thou+",Nil,Nil,Nil,Nil,"Rs 6,51,760 6 Lacs+"
9,viii,"Other assets, such as values of claims / interests","House Hold Assests(Mobile Phone,UPS Battery,Regrigerator)  1,51,000 1 Lacs+ Salary & Allow Receivable March 21  78,356 78 Thou+ Refund Due FY 2019-20  29,768 29 Thou+ Telephone Security  2,000 2 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 2,61,124 2 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"87,31,695 87 Lacs+","25,99,103 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,13,30,798 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 87,31,693 87 Lacs+","Rs 36,85,290 36 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,24,16,983 1 Crore+"
