,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
2,i,Loans due to Individual / Entity,"Advance received towards sale of land  2,50,00,000 2 Crore+","Advance received towards sale of land  1,48,00,000 1 Crore+ Land from N.Kishan Kumar Reddy- Husband 2,35,00,000 2 Crore+ Hand Loans from Friends and Relatives: From Bhaskar Reddy Modem  5,00,000 5 Lacs+ From Dayakar Reddy Modem  5,00,000 5 Lacs+ From Duvvuri Ravi Kumar Reddy  23,49,950 23 Lacs+ From Krishna Mohan Reddy.  5,00,000 5 Lacs+ From Narendhranath Reddy k  25,00,000 25 Lacs+ From Radhakrishna Reddy Tarumaval  9,00,000 9 Lacs+ From Rajesh Kumar Reddy  13,98,000 13 Lacs+ From Ramesh Reddy P  20,00,000 20 Lacs+ From Ram Moohan Reddy D  53,50,000 53 Lacs+ From Eanil Kumar Reddy  10,00,000 10 Lacs+ From Sanathan Kumar Reddy  10,00,000 10 Lacs+ From Srinivasulu Reddy M  2,00,000 2 Lacs+ From Vanaja Reddy  23,26,000 23 Lacs+ From Ridhi Reddy  10,00,000 10 Lacs+ From Amvitan Constructions  74,00,000 74 Lacs+",Nil,Nil,Nil,Nil,"Rs 9,22,23,950 9 Crore+"
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"2,50,00,000 2 Crore+","6,72,23,950 6 Crore+",Nil,Nil,Nil,Nil,"Rs 9,22,23,950 9 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 2,50,00,000 2 Crore+","Rs 6,72,23,950 6 Crore+",Nil,Nil,Nil,Nil,"Rs 9,22,23,950 9 Crore+"
