,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Central Bank Of India Loan Curtorim Vehical Loan A/C No.  2,46,056 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,46,056 2 Lacs+"
2,i,Loans due to Individual / Entity,"Acme Advertsinig 3,00,000 3 Lacs+ Jose Maniual Travasso 5,00,000 5 Lacs+ Sumaitra Jaquse 7,00,000 7 Lacs+ Aires Caetano Marchon 21,06,000 21 Lacs+ Maria Marchon & Family Natural Loan  10,59,000 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 46,65,000 46 Lacs+"
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"49,11,056 49 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 49,11,056 49 Lacs+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Goa Assembly Loan Govt Vehcial Loan 9,68,000 9 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 9,68,000 9 Lacs+"
19,iv,Totals (Calculated as Sum of Values),"Rs 58,79,056 58 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 58,79,056 58 Lacs+"
