,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,50,000 1 Lacs+",Nil,Nil,"5,00,000 5 Lacs+","10,000 10 Thou+",Nil,"Rs 6,60,000 6 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","State Bank of India, Shillong Br., Shillong, A/C.  9,10,224 9 Lacs+ State Bank of India, Shillong Br., Shillong A/c.  5,36,446 5 Lacs+ Bank of Baroda, Shillong Br., Shillong, A/C.  10,68,950 10 Lacs+ Bank of Baroda, Shillong Br., Shillong, A/C.  44,259 44 Thou+ HDFC Bank, Sectt. Br., Shillong, A/C.  1,77,718 1 Lacs+ HDFC Bank, Shillong Br., Shillong, A/C.  17,993 17 Thou+ Jana Small Finance Bank, Shillong Br., Shillong, A/C.  4,12,637 4 Lacs+ Meghalaya Rural Bank, Mawlai Br., Shillong, A/C.  4,615 4 Thou+ Indusind Bank, Shillong Br., Shillong, A/C.  4,88,350 4 Lacs+ South Indian Bank, Shillong Br., Shillong, A/C.  13,020 13 Thou+ ICICI Bank, Laitumkhrah Br, Shillong, A/C.  9,705 9 Thou+ IDBI Bank Shillong Br., Shillong A/C.  1,14,948 1 Lacs+ Jana Bank, Shillong Br., Shillong RD A/C.  15,00,000 15 Lacs+ Bank of Baroda Shillong Br., Shillong, FD  75,48,878 75 Lacs+ State Bank of India, Mawkyrwat Br., Meghalaya, (Election Expenditure Account), A/C.  10,00,000 10 Lacs+",Nil,Nil,"State Bank of India, Mawlai Br., Shillong, A/C.  1,20,068 1 Lacs+ State Bank of India, Shillong Br., Shillong A/C.  1,71,938 1 Lacs+ South Indian Bank Shillong Br., Shillong, A/C.  90,000 90 Thou+ South Indian Bank, Shillong Br., Shillong A/C.  7,61,363 7 Lacs+ Bank of Baroda, Shillong Br., Shillong, A/C.  1,54,609 1 Lacs+ Bank of Baroda, Shillong Br., Shillong A/C.  6,21,659 6 Lacs+ ESAF Small Finance, Shillong Br., Shillong A/C  10,134 10 Thou+ ESAF Small Finance, Shillong Br., Shillong, RD A/C.  10,106 10 Thou+ Bank of Baroda, Shillong Br., Shillong, FD  1,06,44,917 1 Crore+","ESAF Small Finance Bank, Shillong Br.  2,669 2 Thou+ ESAF Small Finance Bank, Shillong Br., Recurring  8,106 8 Thou+",Nil,"Rs 2,64,43,312 2 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"SBI Policy No.2K634933504  23,10,000 23 Lacs+ SBI Policy No.1H460091010  4,00,000 4 Lacs+ PNB Met Life Policy No 2403xxxxx  1,00,00,000 1 Crore+ TATA AIA Life Policy No.C251364841  33,00,000 33 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,60,10,000 1 Crore+"
6,v,Personal loans/advance given,"Steel Scrap  15,00,000 15 Lacs+",Nil,Nil,"Bunsing Sohphoh Road Construction  50,00,000 50 Lacs+",Nil,Nil,"Rs 65,00,000 65 Lacs+"
7,vi,"Motor Vehicles (details of make, etc.)","No.ML-05R-6587, Tata Tipper Truck, Year-2018  8,00,000 8 Lacs+ No.ML-05R-6597, Tata Tipper Truck, Year-2018  7,00,000 7 Lacs+ No.ML-05S-7057, Tata 1613 Truck, Year-2009  7,00,000 7 Lacs+ No.ML-05-S-7058, MCV LPT 1613 Goods Carrier, Year-2009  7,00,000 7 Lacs+ No.ML-05N-0481, Tata 1613 Truck, Year-2018  8,00,000 8 Lacs+ No.ML-05K-8016, Dumper Truck, Year-2013  7,00,000 7 Lacs+ No.ML-05L-8295, Classic, CI-XI LMV car, Year-2014  1,50,000 1 Lacs+ No.ML-05M-0531, Maruti Gypsy LMV, Year-2015  3,50,000 3 Lacs+ No.ML-05L-6584, Maruti Van LMV, Year-2014  1,50,000 1 Lacs+ No.ML-05W-4681, Bolero LX, Year-2021  1,50,000 1 Lacs+ No.ML-05Z-0070, Foutuner Sigma 4, Year-2021  30,00,000 30 Lacs+ No.ML-05AB-0770, Innova Crysta, Year-2022  22,00,000 22 Lacs+ No.ML-05-AF, Baleno Alpha, year-2022  7,00,000 7 Lacs+ No.ML-05Y-6889, Yamaha Sygnus Ray ZR Motor Bike, Year-2022  60,000 60 Thou+ No.ML-05N-3423, Activa 125 Scooty, Year-2014  35,000 35 Thou+ JCB JS 80 Hydraulic Excavator, Year-2013  8,00,000 8 Lacs+ No.ML-04A-7446, Tractor Light Goods Vehicle, year-2010  3,00,000 3 Lacs+ Rock Breker, Year-2013  8,00,000 8 Lacs+ Ex 220 Hyundai Excavator, year-2016  40,00,000 40 Lacs+ Rock Breaker, Year-2016  9,00,000 9 Lacs+ Hyundai Excavator Ex215, Year-2016  40,00,000 40 Lacs+ Hyundai Excavator Ex 225, Year-2020  48,00,000 48 Lacs+ No.ML05-U-4677, JCB 3DX Side Shift Backhoe, Year-2020  18,00,000 18 Lacs+ Rock Breaker, Year-2021  8,00,000 8 Lacs+ MB Bucket Crusher, Year-2022  30,00,000 30 Lacs+ Sany SY 240 Excavator, Year-2021  65,00,000 65 Lacs+",Nil,Nil,"No.ML-05C-0731, Armada Pick Up LMV, Year-2010  1,50,000 1 Lacs+ No.ML-05D-1020, Marshal Pick Up LMV, Year-2013  1,00,000 1 Lacs+ No.NL-01Q-0416, Truck Heavy Goods Vehicle, year-2016  10,00,000 10 Lacs+ Static Road Roller, Year-2020  7,00,000 7 Lacs+ Road Roller DRR/10, Year-2021  10,00,000 10 Lacs+ DG Set Year-2021  4,50,000 4 Lacs+","No.ML-05Y5270, Vespa ZX, Motor Cycle, Year-2022  60,000 60 Thou+",Nil,"Rs 4,23,55,000 4 Crore+"
8,vii,Jewellery (give details weight value),"Gold Ring 0.25 Tola  15,000 15 Thou+",Nil,Nil,"Gold Earring and Gold Chain 3 Tola  1,80,000 1 Lacs+",Nil,Nil,"Rs 1,95,000 1 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Limestone Stock  1,24,32,600 1 Crore+ Workshop Equipments  15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,39,32,600 1 Crore+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"8,43,50,343 8 Crore+",Nil,Nil,"2,16,64,794 2 Crore+","80,775 80 Thou+",Nil,"Rs 10,60,95,912 10 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 8,43,50,343 8 Crore+",Nil,Nil,"Rs 2,16,64,794 2 Crore+","Rs 80,775 80 Thou+",Nil,"Rs 10,60,95,912 10 Crore+"
