,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"20,000 20 Thou+","10,000 10 Thou+",Nil,"10,000 10 Thou+","10,000 10 Thou+",Nil,"Rs 50,000 50 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Bank Br. Dharampur 2,50,000 2 Lacs+ Canara Bank Br. Bageshwar 10,000 10 Thou+","Union Bank Br. Bageshwar 25,000 25 Thou+",Nil,"SBI Bank Br. Bageshwar 5,000 5 Thou+ Axis Bank Br. Bageshwar 5,000 5 Thou+","SBI Bank 10,000 10 Thou+","Canara Bank Br. Bageshwar 25,000 25 Thou+","Rs 3,30,000 3 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc","Bajaj Allianza  40,00,000 40 Lacs+",Nil,Nil,"Bajaj Allianze  20,00,000 20 Lacs+ Bajaj Allianze  5,00,000 5 Lacs+",Nil,Nil,"Rs 65,00,000 65 Lacs+"
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","XUV 500 Reg.No-UK-02A-5757 Year-2016  16,00,000 16 Lacs+",Nil,Nil,"Scooty Reg.No-UK-02A-2846 Year-2018  20,000 20 Thou+",Nil,Nil,"Rs 16,20,000 16 Lacs+"
8,vii,Jewellery (give details weight value),"Gold 1 Tola  57,000 57 Thou+","Gold 8 Tola  4,56,000 4 Lacs+",Nil,"Gold 1 Tola  57,000 57 Thou+",Nil,Nil,"Rs 5,70,000 5 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"59,37,000 59 Lacs+","4,91,000 4 Lacs+",Nil,"25,97,000 25 Lacs+","20,000 20 Thou+","25,000 25 Thou+","Rs 90,70,000 90 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 59,37,000 59 Lacs+","Rs 4,91,000 4 Lacs+",Nil,"Rs 25,97,000 25 Lacs+","Rs 20,000 20 Thou+","Rs 25,000 25 Thou+","Rs 90,70,000 90 Lacs+"
