,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Loans from Banks / FIs,"Union Bank of India Khordha Br. , Hoseing Loan 2,13,522 2 Lacs+ Union Bank of India Khordha Br. Vehicle Loan  39,04,540 39 Lacs+ Indusind Bank Khordha br. Vehicle Loan 11,51,949 11 Lacs+ Cooperative Loan Baghamari Br. Agricultue Loan 2,24,300 2 Lacs+ LIC of India Khordha br. 3,75,237 3 Lacs+","Union Bnak of India Khordha Br. , Vehicle Loan 46,29,019 46 Lacs+ Indusind Bank Khordha Br. , Vehicle Loan 11,47,266 11 Lacs+ Induind Bank Khordha Br. Vehicle Loan 18,89,948 18 Lacs+ Cooperative Bank Baghamari Br. , Agriculture Loan 1,20,900 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,36,56,681 1 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"58,69,548 58 Lacs+","77,87,134 77 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,36,56,682 1 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 58,69,548 58 Lacs+","Rs 77,87,133 77 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,36,56,681 1 Crore+"
