,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,54,000 1 Lacs+","1,52,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,06,000 3 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI  1,773 1 Thou+ UBGB  1,242 1 Thou+","SBI  909 9 Hund+ UBGB  4,218 4 Thou+",Nil,Nil,Nil,Nil,"Rs 8,142 8 Thou+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Lic  27,600 27 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 27,600 27 Thou+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Motor Cycle 1,50,000 1 Lacs+ Tractor  5,50,000 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,00,000 7 Lacs+"
8,vii,Jewellery (give details weight value),"Gold 150gm  7,50,000 7 Lacs+ Silver 250gm  15,500 15 Thou+","Gold 100gm  5,00,000 5 Lacs+ Silver 1000gm  62,000 62 Thou+",Nil,Nil,Nil,Nil,"Rs 13,27,500 13 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"16,50,115 16 Lacs+","7,19,221 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 23,69,336 23 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 16,50,115 16 Lacs+","Rs 7,19,127 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 23,69,242 23 Lacs+"
