,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+","10,000 10 Thou+",Nil,Nil,Nil,Nil,"Rs 60,000 60 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Union Bank (Nacharam Branch Hyd) No 873100xxxxx  2,58,660 2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,58,660 2 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","INNOVA, TS08HY2023, 2021 Dec 31  14,00,000 14 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,00,000 14 Lacs+"
8,vii,Jewellery (give details weight value),"120 Grams  6,30,000 6 Lacs+","3 Tulas 1,80,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 8,10,000 8 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"23,38,660 23 Lacs+","1,90,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 25,28,660 25 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 23,38,660 23 Lacs+","Rs 1,90,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 25,28,660 25 Lacs+"
