,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,00,000 1 Lacs+","3,00,000 3 Lacs+",Nil,"15,000 15 Thou+",Nil,Nil,"Rs 4,15,000 4 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Nangal Choudhary  16,198 16 Thou+ SBI Nangal Choudhary, No 4333582xxxxx  0","SBI Narnaul  5,00,000 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 5,16,198 5 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,"Scorpio, No.HR08-L-0011, Year-2007  2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,00,000 2 Lacs+"
8,vii,Jewellery (give details weight value),"300 Grm Gold  21,00,000 21 Lacs+ 1 KG Silver  80,000 80 Thou+","150 Grm Gold  10,50,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 32,30,000 32 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"22,96,198 22 Lacs+","20,50,000 20 Lacs+",Nil,"15,000 15 Thou+",Nil,Nil,"Rs 43,61,198 43 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 22,96,198 22 Lacs+","Rs 20,50,000 20 Lacs+",Nil,"Rs 15,000 15 Thou+",Nil,Nil,"Rs 43,61,198 43 Lacs+"
