,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"50,000 50 Thou+","25,000 25 Thou+",Nil,Nil,Nil,Nil,"Rs 75,000 75 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","UCO Bank  1,22,199 1 Lacs+ Canara Bank  2,272 2 Thou+","Syndicate Bank 25,790 25 Thou+",Nil,Nil,Nil,Nil,"Rs 1,50,261 1 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","Share Aditya BSL 30,500 30 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 30,500 30 Thou+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Policy 60,00,000 60 Lacs+","LIC Policy No. 10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 70,00,000 70 Lacs+"
6,v,Personal loans/advance given,Nil,"Business Loan  30,00,000 30 Lacs+",Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+"
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,vii,Jewellery (give details weight value),"Gold Jewellery 50 Gram  2,50,000 2 Lacs+","Gold Jewellery 200 Gram , Silver 500 Gram 10,25,000 10 Lacs+",Nil,Nil,Nil,Nil,"Rs 12,75,000 12 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"64,54,971 64 Lacs+","20,75,790 20 Lacs+",Nil,Nil,Nil,Nil,"Rs 85,30,761 85 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 64,54,971 64 Lacs+","Rs 50,75,790 50 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,15,30,761 1 Crore+"
