,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"18,550 18 Thou+","19,499 19 Thou+",Nil,Nil,Nil,Nil,"Rs 38,049 38 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Bank of Baroda Yelahanka New Town Branch Bangalore 1,33,458 1 Lacs+ Karnataka Bank Mulabagilu Branch 5,000 5 Thou+","Apex Bank Yeklhanka New Town Branch  5,22,543 5 Lacs+ Bank of Inida Yelhanka New Town Branch Bangalore  53,631.96 53 Thou+",Nil,Nil,Nil,Nil,"Rs 7,14,632.96 7 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","Samrudhi S.F.S  90,000 90 Thou+ Siri Samrudhi 50,000 50 Thou+ Samrudhi Farms amd Estate  90,000 90 Thou+ Samrudhi Suru Farm Projects  50,000 50 Thou+","Siri Samrudhi 50,000 50 Thou+ Samrudhi Suru Farm projects  50,000 50 Thou+",Nil,Nil,Nil,Nil,"Rs 3,80,000 3 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Exceed Insurance Life policy :04266952  3,06,750 3 Lacs+ Reliance Nippon Life policy :54189172  3,00,000 3 Lacs+ Reliance Nippon Life policy :54095239  7,30,000 7 Lacs+","Bharthiya Life policy : 662909976  1,89,362 1 Lacs+ Exceed Insurance Life Policy :04266942  3,06,750 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,32,862 18 Lacs+"
6,v,Personal loans/advance given,"2,65,77,800 2 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 2,65,77,800 2 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)",Nil,"Range Rover Car ,Date of Registration :15-06-2021  1,04,36,755 1 Crore+ Hundai -i20 ,Date of registration 13-11-2018  8,02,500 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,12,39,255 1 Crore+"
8,vii,Jewellery (give details weight value),"Gold 295 grams  11,50,500 11 Lacs+ 4669 grams Silver  2,33,500 2 Lacs+","Gold 590 grams  23,01,000 23 Lacs+ Silver 6953 grams  3,47,654 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 40,32,654 40 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"2,97,35,558 2 Crore+","1,50,79,694.96 1 Crore+",Nil,Nil,Nil,Nil,"Rs 4,48,15,252.96 4 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 2,97,35,558 2 Crore+","Rs 1,50,79,694.96 1 Crore+",Nil,Nil,Nil,Nil,"Rs 4,48,15,252.96 4 Crore+"
