,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"95,000 95 Thou+","1,35,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,30,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI, Haryana Civil Secretariat Branch Chandigarh, SB No 0000005510098xxxxx  39,86,421 39 Lacs+ SBI, Jhajjar Nr. Branh Jajjar SB No 0000003005067xxxxx  11,87,599 11 Lacs+","PNB, Branch Office Rohtak, HUDA Office (517810), SB No 517810810000xxxxx  2,67,122 2 Lacs+ PNB National Bank, Branch Office Rohtak, HUDa Office, Sector 1 (517810), SB No 517810810000xxxxx  2,67,122 2 Lacs+ PNB, Branch Office Rohtak, HUDa Office Sector1 (517810), SB No 1168219101xxxxx  13,82,029 13 Lacs+ FDR - PNB  10,00,000 10 Lacs+ FD- PNB  15,00,000 15 Lacs+ FDR - PNB  15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,10,90,293 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Innova Toyota Car, HR51BK00180, Year- 2016  10,00,000 10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,00,000 10 Lacs+"
8,vii,Jewellery (give details weight value),"Gold- 80 Gram  5,44,000 5 Lacs+","Gold- 900 Gram  31,20,000 31 Lacs+ Diamond Stones  11,20,000 11 Lacs+",Nil,Nil,Nil,Nil,"Rs 47,84,000 47 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Revolver  43,457 43 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 43,457 43 Thou+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"68,56,478 68 Lacs+","1,02,91,283 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,71,47,761 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 68,56,477 68 Lacs+","Rs 1,02,91,273 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,71,47,750 1 Crore+"
