,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,95,000 1 Lacs+","1,50,000 1 Lacs+",Nil,"15,000 15 Thou+",Nil,Nil,"Rs 3,60,000 3 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","PNB Bank  1,53,674 1 Lacs+ Axis Bank 28,484 28 Thou+ SBI Bank Dehradun  2,081 2 Thou+ IDBI Bank  15,000 15 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 1,99,239 1 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc","NSC  5,000 5 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 5,000 5 Thou+"
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","R.No-G.J-6A-3350 Mahindra Jeep Year-1995 90,000 90 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 90,000 90 Thou+"
8,vii,Jewellery (give details weight value),"Gold 20 Gram 1,00,000 1 Lacs+ Silver 10 Gram  4,000 4 Thou+","Gold 15 Gram  6,75,000 6 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,79,000 7 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Revolver Rifle Gun 1,55,000 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,55,000 1 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"7,48,239 7 Lacs+","8,25,000 8 Lacs+",Nil,"15,000 15 Thou+",Nil,Nil,"Rs 15,88,239 15 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 7,48,239 7 Lacs+","Rs 8,25,000 8 Lacs+",Nil,"Rs 15,000 15 Thou+",Nil,Nil,"Rs 15,88,239 15 Lacs+"
