,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"4,32,072 4 Lacs+","2,64,585 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,96,657 6 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Jila Sahkari Kendriya Bank No 62404105xxxxx  3,06,734 3 Lacs+ SBI Bank Raipur No 1018107xxxxx  4,77,265 4 Lacs+ ICCI BANK No 79480150xxxxx  5,000 5 Thou+","Jila Sahkari Kendriya Bank Branch Bhatia No 62401911xxxxx  4,84,522 4 Lacs+ SBI Bank No 1018107xxxxx  1,01,096 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,74,617 13 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","Mutual Fund 6,00,000 6 Lacs+ FDR  5,17,166 5 Lacs+","FDR TRF 8,99,108 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 20,16,274 20 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Lic No 3835xxxxx  15,472 15 Thou+ Lic No 38547xxxxx  12,010 12 Thou+ Lic No 3857xxxxx  24,020 24 Thou+ Lic No 38780xxxxx  37,154 37 Thou+","Lic No 38546xxxxx  11,873 11 Thou+ Lic No 38547xxxxx  12,010 12 Thou+ Lic No 38547xxxxx  24,020 24 Thou+ LIc No 38689xxxxx  15,185 15 Thou+ Lic No 38780xxxxx 41,581 41 Thou+",Nil,Nil,Nil,Nil,"Rs 1,93,325 1 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,vii,Jewellery (give details weight value),"Gold 92 gm gold  5,52,000 5 Lacs+","489 gm Gold 29,34,000 29 Lacs+ 20 kg Silver  1,40,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 36,26,000 36 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Other Items  5,72,382 5 Lacs+","Other Items  4,41,178 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,13,560 10 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"41,98,181 41 Lacs+","65,10,391 65 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,07,08,572 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 35,51,275 35 Lacs+","Rs 53,69,158 53 Lacs+",Nil,Nil,Nil,Nil,"Rs 89,20,433 89 Lacs+"
