,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,51,000 1 Lacs+","1,01,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,52,000 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","PNB Hisua 20,56,537 20 Lacs+ SBI B.B.M.Patna Br 97,034 97 Thou+ ICICI Bank BodhGaya 10,000 10 Thou+","SBI Judges Court Road 4,43,496 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 26,07,067 26 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC 2  10,00,000 10 Lacs+","LIC 2 17,50,000 17 Lacs+",Nil,Nil,Nil,Nil,"Rs 27,50,000 27 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Swift Dzire BR01BN 9439  4,00,000 4 Lacs+ Mahindra Scorpio BR09PA 5477  20,00,000 20 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 24,00,000 24 Lacs+"
8,vii,Jewellery (give details weight value),"Gold Jwellery 200gm 10,00,000 10 Lacs+","Gold 220GM 11,00,000 11 Lacs+ Silver 1kg 61,000 61 Thou+",Nil,Nil,Nil,Nil,"Rs 21,61,000 21 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"47,04,571 47 Lacs+","33,94,496 33 Lacs+",Nil,Nil,Nil,Nil,"Rs 80,99,067 80 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 67,14,571 67 Lacs+","Rs 34,55,496 34 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,01,70,067 1 Crore+"
