,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,98,000 1 Lacs+","1,80,000 1 Lacs+","2,70,000 2 Lacs+",Nil,Nil,Nil,"Rs 6,48,000 6 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Centarl Bank 72,733 72 Thou+ cooperative Bank 55,150 55 Thou+","Central Bank 50,915 50 Thou+ Cooperative Bank 32,370 32 Thou+",Nil,Nil,Nil,Nil,"Rs 2,11,168 2 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc","LIc 6,00,000 6 Lacs+ Central Bank 28,07,294 28 Lacs+","Lic 50,000 50 Thou+ Lic 1,00,000 1 Lacs+ Rilance LIc 50,000 50 Thou+ Lic 6,00,000 6 Lacs+","Central Bank 13,96,996 13 Lacs+",Nil,Nil,Nil,"Rs 56,04,290 56 Lacs+"
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Enova Year 2017  6,67,555 6 Lacs+ Mahindra AUVCJ16CL Year 2019  6,25,885 6 Lacs+ Trak CJ16A2027 YEAR 2012  1,96,440 1 Lacs+ Truck Year 2011 Reg no 16A1933  1,16,444 1 Lacs+ Jaicib Machin 5,74,682 5 Lacs+ Super Reg noCJ16CJ5763  21,978 21 Thou+ Tata Trak Reg no CJ16CA3973  4,92,561 4 Lacs+ 9 Royal Enfield Reg no CJ04MV682  1,05,500 1 Lacs+ Trak No CG16CJ3972  4,92,561 4 Lacs+","Trak CG16A1923 YEAR 2011  4,22,910 4 Lacs+ Matador REG NO CG16A1298 YEAR 2006  2,25,095 2 Lacs+ Trak 16A15662008 2,25,510 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 41,67,121 41 Lacs+"
8,vii,Jewellery (give details weight value),Nil,"250gm Gold 15,66,250 15 Lacs+ Silver 5 kg 3,93,500 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 19,59,750 19 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"70,26,783 70 Lacs+","23,30,300 23 Lacs+","16,66,996 16 Lacs+",Nil,Nil,Nil,"Rs 1,10,24,079 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 70,26,783 70 Lacs+","Rs 38,96,550 38 Lacs+","Rs 16,66,996 16 Lacs+",Nil,Nil,Nil,"Rs 1,25,90,329 1 Crore+"
